tweet_id,source,text_x,rating_numerator,rating_denominator,name,date,time,stages_dog,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,text_y
887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,07-19-2017,16:06,None ,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,30441,5502,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ck… https://t.co/m7BR4JgDrZ
887517139158093824,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,None,07-19-2017,03:39,None ,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,0.130432,False,Tow truck,0.0291754,False,Shopping cart,0.0263208,False,46579,11889,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba
887343217045368832,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,07-18-2017,16:08,None ,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican hairless,0.330741,True,Sea lion,0.275645,False,Weimaraner,0.134203,True,33942,10597,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV
887101392804085760,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,07-18-2017,00:07,None ,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True,30810,6077,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suff… https://t.co/UgW2xbO7Rg
886983233522544640,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,07-17-2017,16:17,None ,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,Toy terrier,0.143528,True,Can opener,0.0322529,False,35488,7926,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT
886736880519319552,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,07-16-2017,23:58,None ,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,0.309706,True,Great pyrenees,0.186136,True,Dandie dinmont,0.08634630000000001,True,12183,3365,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help… https://t.co/RipKYZ0T1u"
886680336477933568,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,07-16-2017,20:14,None ,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,0.738995,False,Sports car,0.139952,False,Car wheel,0.0441727,False,22615,4551,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA
886366144734445568,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,07-15-2017,23:25,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True,21299,3249,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 dee… https://t.co/iIu3AF8IWH
885984800019947520,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,07-14-2017,22:10,None ,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese mountain dog,0.00623915,True,33000,6940,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1… https://t.co/lWeeGBBXmE
885528943205470208,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,07-13-2017,15:58,None ,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,0.369275,True,Labrador retriever,0.265835,True,Kuvasz,0.134697,True,36299,6562,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF
885167619883638784,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,07-12-2017,16:03,None ,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True,22124,4460,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongu… https://t.co/JMU4y341NB
884562892145688576,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,07-11-2017,00:00,None ,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True,24511,5020,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5
884441805382717440,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,07-10-2017,15:58,None ,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,27222,5768,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (I… https://t.co/JkL9KmUt8X"
883482846933004288,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,07-08-2017,00:28,None ,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden retriever,0.943082,True,Labrador retriever,0.032409,True,Kuvasz,0.00550072,True,46355,10186,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948"
883117836046086144,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,07-07-2017,00:17,None ,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,Kuvasz,0.00247094,True,37533,6804,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E"
882992080364220416,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,07-06-2017,15:58,None ,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,Dingo,0.07341439999999999,False,24147,4022,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj
882762694511734784,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,07-06-2017,00:46,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador retriever,0.85005,True,Chesapeake bay retriever,0.074257,True,Flat-coated retriever,0.015579399999999997,True,28567,5016,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu
882627270321602560,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,07-05-2017,15:48,None ,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,28104,6209,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (… https://t.co/KoU1kxPBcn
882268110199369728,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,07-04-2017,16:01,None ,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden retriever,0.762211,True,Labrador retriever,0.0989849,True,Cocker spaniel,0.0171995,True,45335,11834,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA
881666595344535552,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,07-03-2017,00:11,None ,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan hound,0.25000300000000003,True,Golden retriever,0.16073900000000002,True,50988,10909,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s
881268444196462592,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,07-01-2017,21:49,None ,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,0.473303,False,Indian elephant,0.245646,False,Ibex,0.0556607,False,23254,5250,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate… https://t.co/J4Q5YjzLH0
880872448815771648,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,06-30-2017,19:35,None ,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True,21490,3909,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only plea… https://t.co/1nxJLhk0Sd
880465832366813184,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,06-29-2017,16:39,None ,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden retriever,0.913255,True,Labrador retriever,0.0263286,True,Cocker spaniel,0.00937082,True,28758,6412,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw
880221127280381952,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,06-29-2017,00:27,None ,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True,27317,4329,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK
879862464715927552,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,06-28-2017,00:42,None ,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,0.813507,True,Beagle,0.146654,True,Cocker spaniel,0.00948502,True,22462,3574,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9
879492040517615616,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,06-27-2017,00:10,None ,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German short-haired pointer,0.479896,True,Vizsla,0.124353,True,Bath towel,0.0733202,False,23598,3256,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8
879376492567855104,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,06-26-2017,16:31,None ,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Tricycle,0.663601,False,Labrador retriever,0.0334961,True,Pembroke,0.0188266,True,16900,3178,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get… https://t.co/RqUrIisQta
879050749262655488,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,06-25-2017,18:56,None ,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Tabby,0.311861,False,Window screen,0.169123,False,Egyptian cat,0.132932,False,22780,4825,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1… https://t.co/ffTAMZt2n7
878281511006478336,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,06-23-2017,16:00,None ,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True,7829,1325,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below… https://t.co/5HuiInQveF"
878057613040115712,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,06-23-2017,01:10,None ,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French bulldog,0.839097,True,Boston bull,0.07879939999999999,True,Toy terrier,0.0152434,True,42399,7015,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe
877736472329191424,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,06-22-2017,03:54,None ,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake bay retriever,0.8379559999999999,True,Labrador retriever,0.0620342,True,Weimaraner,0.0405991,True,80740,19654,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r
877556246731214848,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,06-21-2017,15:58,None ,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,0.995368,True,Welsh springer spaniel,0.00193621,True,Bathtub,0.000467919,False,23007,3914,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would en… https://t.co/rc53DmRHwK
877201837425926144,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,06-20-2017,16:29,None ,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,27392,5731,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congra… https://t.co/kVwm88J6Yr
876838120628539392,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,06-19-2017,16:24,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan mastiff,0.08893480000000001,True,20875,3449,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug pa… https://t.co/zuDk9mBEMO
876484053909872640,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,06-18-2017,16:57,None ,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden retriever,0.874566,True,Irish terrier,0.0373542,True,Chow,0.016723599999999998,True,18943,2466,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super du… https://t.co/ccBFQU5UWO
876120275196170240,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,06-17-2017,16:52,None ,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese mountain dog,0.534327,True,Saint bernard,0.346312,True,Greater swiss mountain dog,0.0949327,True,28155,4805,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scr… https://t.co/9NqZV4WwyX"
875747767867523072,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,06-16-2017,16:11,None ,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador retriever,0.799551,True,Chesapeake bay retriever,0.179975,True,Vizsla,0.0046176,True,25451,4403,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal… https://t.co/XRwtpQiJ15"
875144289856114688,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,06-15-2017,00:13,None ,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,22135,5043,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 w… https://t.co/wK0pt8Cnck
875021211251597312,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,06-14-2017,16:04,None ,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West highland white terrier,0.7143189999999999,True,Siberian husky,0.0919133,True,Great pyrenees,0.0460382,True,25737,4819,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW
874680097055178752,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,06-13-2017,17:29,None ,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador retriever,0.836052,True,Staffordshire bullterrier,0.0470691,True,Beagle,0.0360071,True,28146,4764,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD
874296783580663808,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,06-12-2017,16:06,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker spaniel,0.437216,True,Miniature poodle,0.277191,True,Toy poodle,0.157402,True,26337,4231,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm
874057562936811520,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,06-12-2017,00:15,None ,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-coated retriever,0.8321770000000001,True,Black-and-tan coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,22881,4059,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Than… https://t.co/0MXV9ZDhS5"
